Date,Store,Actual_Sales,Predicted_Sales,Set,Residual,Holiday_Flag
2012-10-12,1,1573072.81,,Train,,0
2012-10-19,1,1508068.77,,Train,,0
2012-10-26,1,1493659.74,,Train,,0
2010-02-26,2,1865097.27,,Train,,0
2010-03-05,2,1991013.13,,Train,,0
2010-03-12,2,1990483.78,,Train,,0
2010-03-19,2,1946070.88,,Train,,0
2010-03-26,2,1750197.81,,Train,,0
2010-04-02,2,2066187.72,,Train,,0
2010-04-09,2,1954689.21,,Train,,0
2010-04-16,2,1874957.94,,Train,,0
2010-04-23,2,1821990.93,,Train,,0
2010-04-30,2,1802450.29,,Train,,0
2010-05-07,2,2042581.71,,Train,,0
2010-05-14,2,1880752.36,,Train,,0
2010-05-21,2,1896937.1,,Train,,0
2010-05-28,2,1957113.89,,Train,,0
2010-06-04,2,2102539.93,,Train,,0
2010-06-11,2,2025538.76,,Train,,0
2010-06-18,2,2001636.96,,Train,,0
2010-06-25,2,1939927.09,,Train,,0
2010-07-02,2,2003940.64,,Train,,0
2010-07-09,2,1880902.62,,Train,,0
2010-07-16,2,1845879.79,,Train,,0
2010-07-23,2,1781717.71,,Train,,0
2010-07-30,2,1804246.16,,Train,,0
2010-08-06,2,1991909.98,,Train,,0
2010-08-13,2,1895601.05,,Train,,0
2010-08-20,2,1964335.23,,Train,,0
2010-08-27,2,1863840.49,,Train,,0
2010-09-03,2,1904608.09,,Train,,0
2010-09-10,2,1839128.83,,Train,,1
2010-09-17,2,1793903.6,,Train,,0
2010-09-24,2,1724557.22,,Train,,0
2010-10-01,2,1827440.43,,Train,,0
2010-10-08,2,1849921.44,,Train,,0
2010-10-15,2,1794355.49,,Train,,0
2010-10-22,2,1737947.64,,Train,,0
2010-10-29,2,1802755.11,,Train,,0
2010-11-05,2,1939061.41,,Train,,0
2010-11-12,2,1916812.74,,Train,,0
2010-11-19,2,1956739.17,,Train,,0
2010-11-26,2,2658725.29,,Train,,1
2010-12-03,2,2015781.27,,Train,,0
2010-12-10,2,2378726.55,,Train,,0
2010-12-17,2,2609166.75,,Train,,0
2010-12-24,2,3436007.68,,Train,,0
2010-12-31,2,1750434.55,,Train,,1
2011-01-07,2,1758050.79,,Train,,0
2011-01-14,2,1744193.58,,Train,,0
2011-01-21,2,1751384.9,,Train,,0
2011-01-28,2,1695371.68,,Train,,0
2011-02-04,2,1929346.23,,Train,,0
2011-02-11,2,2168041.61,,Train,,1
2011-02-18,2,2080884.82,,Train,,0
2011-02-25,2,1833511.08,,Train,,0
2011-03-04,2,1981607.78,,Train,,0
2011-03-11,2,1879107.31,,Train,,0
2011-03-18,2,1902557.66,,Train,,0
2011-03-25,2,1766162.05,,Train,,0
2011-04-01,2,1800171.36,,Train,,0
2011-04-08,2,1847552.61,,Train,,0
2011-04-15,2,1856467.84,,Train,,0
2011-04-22,2,1886339.6,,Train,,0
2011-04-29,2,1745545.28,,Train,,0
2011-05-06,2,1837743.6,,Train,,0
2011-05-13,2,1838513.07,,Train,,0
2011-05-20,2,1688281.86,,Train,,0
2011-05-27,2,1797732.56,,Train,,0
2011-06-03,2,1933756.21,,Train,,0
2011-06-10,2,1929153.16,,Train,,0
2011-06-17,2,1953771.99,,Train,,0
2011-06-24,2,1790925.8,,Train,,0
2011-07-01,2,1866243.0,,Train,,0
2011-07-08,2,1853161.99,,Train,,0
2011-07-15,2,1785187.29,,Train,,0
2011-07-22,2,1743816.41,,Train,,0
2011-07-29,2,1680693.06,,Train,,0
2011-08-05,2,1876704.26,,Train,,0
2011-08-12,2,1812768.26,,Train,,0
2011-08-19,2,1844094.59,,Train,,0
2011-08-26,2,1821139.91,,Train,,0
2011-09-02,2,1809119.7,,Train,,0
2011-09-09,2,1748000.65,,Train,,1
2011-09-16,2,1691439.52,,Train,,0
2011-09-23,2,1669299.78,,Train,,0
2011-09-30,2,1650394.44,,Train,,0
2011-10-07,2,1837553.43,,Train,,0
2011-10-14,2,1743882.19,,Train,,0
2011-10-21,2,1834680.25,,Train,,0
2011-10-28,2,1769296.25,,Train,,0
2011-11-04,2,1959707.9,,Train,,0
2011-11-11,2,1920725.15,,Train,,0
2011-11-18,2,1902762.5,,Train,,0
2011-11-25,2,2614202.3,,Train,,1
2011-12-02,2,1954952.0,,Train,,0
2011-12-09,2,2290549.32,,Train,,0
2011-12-16,2,2432736.52,,Train,,0
2011-12-23,2,3224369.8,,Train,,0
2011-12-30,2,1874226.52,,Train,,1
2012-01-06,2,1799520.14,,Train,,0
2012-01-13,2,1744725.48,,Train,,0
2012-01-20,2,1711769.11,,Train,,0
2012-01-27,2,1660906.14,,Train,,0
2012-02-03,2,1935299.94,,Train,,0
2012-02-10,2,2103322.68,,Train,,1
2012-02-17,2,2196688.46,,Train,,0
2012-02-24,2,1861802.7,,Train,,0
2012-03-02,2,1952555.66,,Train,,0
2012-03-09,2,1937628.26,,Train,,0
2012-03-16,2,1976082.13,,Train,,0
2012-03-23,2,1790439.16,,Train,,0
2012-03-30,2,1857480.84,,Train,,0
2012-04-06,2,2129035.91,,Train,,0
2012-04-13,2,1935869.1,,Train,,0
2012-04-20,2,1847344.45,,Train,,0
2012-04-27,2,1764133.09,,Train,,0
2012-05-04,2,1923957.09,,Train,,0
2012-05-11,2,1917520.99,,Train,,0
2012-05-18,2,2000940.67,,Train,,0
2012-05-25,2,1912791.09,,Train,,0
2012-06-01,2,1910092.37,,Train,,0
2012-06-08,2,2010216.49,,Train,,0
2012-06-15,2,1962924.3,,Train,,0
2012-06-22,2,1887733.21,,Train,,0
2012-06-29,2,1881046.12,,Train,,0
2012-07-06,2,2041507.4,,Train,,0
2012-07-13,2,1830075.13,,Train,,0
2012-07-20,2,1819666.46,,Train,,0
2012-07-27,2,1757923.88,,Train,,0
2012-08-03,2,1946104.64,,Train,,0
2012-08-10,2,1866719.96,,Train,,0
2012-08-17,2,1928016.01,,Train,,0
2012-08-24,2,1876788.15,,Train,,0
2012-08-31,2,1947083.3,,Train,,0
2012-09-07,2,1898777.07,,Train,,1
2012-09-14,2,1814806.63,,Train,,0
2012-09-21,2,1829415.67,,Train,,0
2012-09-28,2,1746470.56,,Train,,0
2012-10-05,2,1998321.04,,Train,,0
2012-10-12,2,1900745.13,,Train,,0
2012-10-19,2,1847990.41,,Train,,0
2012-10-26,2,1834458.35,,Train,,0
2010-02-26,3,407204.86,,Train,,0
2010-03-05,3,415202.04,,Train,,0
2010-03-12,3,384200.69,,Train,,0
2010-03-19,3,375328.59,,Train,,0
2010-03-26,3,359949.27,,Train,,0
2010-04-02,3,423294.4,,Train,,0
2010-04-09,3,415870.28,,Train,,0
2010-04-16,3,354993.26,,Train,,0
2010-04-23,3,339976.65,,Train,,0
2010-04-30,3,361248.39,,Train,,0
2010-05-07,3,399323.86,,Train,,0
2010-05-14,3,384357.94,,Train,,0
2010-05-21,3,343763.17,,Train,,0
2010-05-28,3,350089.23,,Train,,0
2010-06-04,3,396968.8,,Train,,0
2010-06-11,3,355017.09,,Train,,0
2010-06-18,3,364076.85,,Train,,0
2010-06-25,3,357346.48,,Train,,0
2010-07-02,3,381151.72,,Train,,0
2010-07-09,3,349214.18,,Train,,0
2010-07-16,3,352728.78,,Train,,0
2010-07-23,3,352864.49,,Train,,0
2010-07-30,3,347955.05,,Train,,0
2010-08-06,3,402635.76,,Train,,0
2010-08-13,3,339597.38,,Train,,0
2010-08-20,3,351728.21,,Train,,0
2010-08-27,3,362134.09,,Train,,0
2010-09-03,3,366473.97,,Train,,0
2010-09-10,3,352260.97,,Train,,1
2010-09-17,3,363064.64,,Train,,0
2010-09-24,3,355626.87,,Train,,0
2010-10-01,3,358784.1,,Train,,0
2010-10-08,3,395107.35,,Train,,0
2010-10-15,3,345584.39,,Train,,0
2010-10-22,3,348895.98,,Train,,0
2010-10-29,3,348591.74,,Train,,0
2010-11-05,3,423175.56,,Train,,0
2010-11-12,3,386635.03,,Train,,0
2010-11-19,3,372545.32,,Train,,0
2010-11-26,3,565567.84,,Train,,1
2010-12-03,3,476420.77,,Train,,0
2010-12-10,3,467642.03,,Train,,0
2010-12-17,3,498159.39,,Train,,0
2010-12-24,3,605990.41,,Train,,0
2010-12-31,3,382677.76,,Train,,1
2011-01-07,3,378241.34,,Train,,0
2011-01-14,3,381061.1,,Train,,0
2011-01-21,3,350876.7,,Train,,0
2011-01-28,3,364866.24,,Train,,0
2011-02-04,3,438516.53,,Train,,0
2011-02-11,3,430526.21,,Train,,1
2011-02-18,3,432782.1,,Train,,0
2011-02-25,3,397211.19,,Train,,0
2011-03-04,3,437084.51,,Train,,0
2011-03-11,3,404753.3,,Train,,0
2011-03-18,3,392109.51,,Train,,0
2011-03-25,3,380683.67,,Train,,0
2011-04-01,3,374556.08,,Train,,0
2011-04-08,3,384075.31,,Train,,0
2011-04-15,3,366250.69,,Train,,0
2011-04-22,3,391860.04,,Train,,0
2011-04-29,3,367405.4,,Train,,0
2011-05-06,3,413042.12,,Train,,0
2011-05-13,3,386312.68,,Train,,0
2011-05-20,3,364603.13,,Train,,0
2011-05-27,3,369350.6,,Train,,0
2011-06-03,3,394507.84,,Train,,0
2011-06-10,3,391638.75,,Train,,0
2011-06-17,3,403423.34,,Train,,0
2011-06-24,3,385520.71,,Train,,0
2011-07-01,3,368962.72,,Train,,0
2011-07-08,3,395146.24,,Train,,0
2011-07-15,3,373454.33,,Train,,0
2011-07-22,3,360617.37,,Train,,0
2011-07-29,3,345381.29,,Train,,0
2011-08-05,3,409981.25,,Train,,0
2011-08-12,3,380376.85,,Train,,0
2011-08-19,3,379716.91,,Train,,0
2011-08-26,3,366367.55,,Train,,0
2011-09-02,3,375988.69,,Train,,0
2011-09-09,3,377347.49,,Train,,1
2011-09-16,3,375629.51,,Train,,0
2011-09-23,3,365248.94,,Train,,0
2011-09-30,3,368477.93,,Train,,0
2011-10-07,3,403342.4,,Train,,0
2011-10-14,3,368282.57,,Train,,0
2011-10-21,3,394976.36,,Train,,0
2011-10-28,3,389540.62,,Train,,0
2011-11-04,3,459443.22,,Train,,0
2011-11-11,3,407764.25,,Train,,0
2011-11-18,3,398838.97,,Train,,0
2011-11-25,3,556925.19,,Train,,1
2011-12-02,3,472511.32,,Train,,0
2011-12-09,3,468772.8,,Train,,0
2011-12-16,3,510747.62,,Train,,0
2011-12-23,3,551221.21,,Train,,0
2011-12-30,3,410553.88,,Train,,1
2012-01-06,3,398178.21,,Train,,0
2012-01-13,3,367438.62,,Train,,0
2012-01-20,3,365818.61,,Train,,0
2012-01-27,3,349518.1,,Train,,0
2012-02-03,3,424960.66,,Train,,0
2012-02-10,3,473292.47,,Train,,1
2012-02-17,3,475591.08,,Train,,0
2012-02-24,3,418925.47,,Train,,0
2012-03-02,3,469752.56,,Train,,0
2012-03-09,3,445162.05,,Train,,0
2012-03-16,3,411775.8,,Train,,0
2012-03-23,3,413907.25,,Train,,0
2012-03-30,3,407488.84,,Train,,0
2012-04-06,3,503232.13,,Train,,0
2012-04-13,3,420789.74,,Train,,0
2012-04-20,3,434822.13,,Train,,0
2012-04-27,3,394616.11,,Train,,0
2012-05-04,3,439913.57,,Train,,0
2012-05-11,3,431985.36,,Train,,0
2012-05-18,3,418112.76,,Train,,0
2012-05-25,3,413701.29,,Train,,0
2012-06-01,3,432268.53,,Train,,0
2012-06-08,3,446336.8,,Train,,0
2012-06-15,3,442074.79,,Train,,0
2012-06-22,3,419497.95,,Train,,0
2012-06-29,3,422965.33,,Train,,0
2012-07-06,3,411206.5,,Train,,0
2012-07-13,3,416913.1,,Train,,0
2012-07-20,3,432424.85,,Train,,0
2012-07-27,3,389427.9,,Train,,0
2012-08-03,3,419990.29,,Train,,0
2012-08-10,3,391811.6,,Train,,0
2012-08-17,3,394918.83,,Train,,0
2012-08-24,3,412449.67,,Train,,0
2012-08-31,3,408838.73,,Train,,0
2012-09-07,3,408229.73,,Train,,1
2012-09-14,3,407589.16,,Train,,0
2012-09-21,3,414392.09,,Train,,0
2012-09-28,3,389813.02,,Train,,0
2012-10-05,3,443557.65,,Train,,0
2012-10-12,3,410804.39,,Train,,0
2012-10-19,3,424513.08,,Train,,0
2012-10-26,3,405432.7,,Train,,0
2010-02-26,4,1925728.84,,Train,,0
2010-03-05,4,1971057.44,,Train,,0
2010-03-12,4,1894324.09,,Train,,0
2010-03-19,4,1897429.36,,Train,,0
2010-03-26,4,1762539.3,,Train,,0
2010-04-02,4,1979247.12,,Train,,0
2010-04-09,4,1818452.72,,Train,,0
2010-04-16,4,1851519.69,,Train,,0
2010-04-23,4,1802677.9,,Train,,0
2010-04-30,4,1817273.28,,Train,,0
2010-05-07,4,2000626.14,,Train,,0
2010-05-14,4,1875597.28,,Train,,0
2010-05-21,4,1903752.6,,Train,,0
2010-05-28,4,1857533.7,,Train,,0
2010-06-04,4,1903290.58,,Train,,0
2010-06-11,4,1870619.23,,Train,,0
2010-06-18,4,1929736.35,,Train,,0
2010-06-25,4,1846651.95,,Train,,0
2010-07-02,4,1881337.21,,Train,,0
2010-07-09,4,1812208.22,,Train,,0
2010-07-16,4,1898427.66,,Train,,0
2010-07-23,4,1848426.78,,Train,,0
2010-07-30,4,1796637.61,,Train,,0
2010-08-06,4,1907638.58,,Train,,0
2010-08-13,4,2007050.75,,Train,,0
2010-08-20,4,1997181.09,,Train,,0
2010-08-27,4,1848403.92,,Train,,0
2010-09-03,4,1935857.58,,Train,,0
2010-09-10,4,1865820.81,,Train,,1
2010-09-17,4,1899959.61,,Train,,0
2010-09-24,4,1810684.68,,Train,,0
2010-10-01,4,1842821.02,,Train,,0
2010-10-08,4,1951494.85,,Train,,0
2010-10-15,4,1867345.09,,Train,,0
2010-10-22,4,1927610.06,,Train,,0
2010-10-29,4,1933333.0,,Train,,0
2010-11-05,4,2013115.79,,Train,,0
2010-11-12,4,1999794.26,,Train,,0
2010-11-19,4,2097809.4,,Train,,0
2010-11-26,4,2789469.45,,Train,,1
2010-12-03,4,2102530.17,,Train,,0
2010-12-10,4,2302504.86,,Train,,0
2010-12-17,4,2740057.14,,Train,,0
2010-12-24,4,3526713.39,,Train,,0
2010-12-31,4,1794868.74,,Train,,1
2011-01-07,4,1862476.27,,Train,,0
2011-01-14,4,1865502.46,,Train,,0
2011-01-21,4,1886393.94,,Train,,0
2011-01-28,4,1814240.85,,Train,,0
2011-02-04,4,2119086.04,,Train,,0
2011-02-11,4,2187847.29,,Train,,1
2011-02-18,4,2316495.56,,Train,,0
2011-02-25,4,2078094.69,,Train,,0
2011-03-04,4,2103455.75,,Train,,0
2011-03-11,4,2039818.41,,Train,,0
2011-03-18,4,2116475.38,,Train,,0
2011-03-25,4,1944164.32,,Train,,0
2011-04-01,4,1900246.47,,Train,,0
2011-04-08,4,2074953.46,,Train,,0
2011-04-15,4,1960587.76,,Train,,0
2011-04-22,4,2220600.76,,Train,,0
2011-04-29,4,1878167.44,,Train,,0
2011-05-06,4,2063682.76,,Train,,0
2011-05-13,4,2002362.37,,Train,,0
2011-05-20,4,2015563.48,,Train,,0
2011-05-27,4,1986597.95,,Train,,0
2011-06-03,4,2065377.15,,Train,,0
2011-06-10,4,2073951.38,,Train,,0
2011-06-17,4,2141210.62,,Train,,0
2011-06-24,4,2008344.92,,Train,,0
2011-07-01,4,2051533.53,,Train,,0
2011-07-08,4,2066541.86,,Train,,0
2011-07-15,4,2049046.95,,Train,,0
2011-07-22,4,2036231.39,,Train,,0
2011-07-29,4,1989674.07,,Train,,0
2011-08-05,4,2160057.39,,Train,,0
2011-08-12,4,2105668.74,,Train,,0
2011-08-19,4,2232892.1,,Train,,0
2011-08-26,4,1988490.21,,Train,,0
2011-09-02,4,2078420.31,,Train,,0
2011-09-09,4,2093139.01,,Train,,1
2011-09-16,4,2075577.33,,Train,,0
2011-09-23,4,2031406.41,,Train,,0
2011-09-30,4,1929486.63,,Train,,0
2011-10-07,4,2166737.65,,Train,,0
2011-10-14,4,2074548.85,,Train,,0
2011-10-21,4,2207742.13,,Train,,0
2011-10-28,4,2151659.59,,Train,,0
2011-11-04,4,2281217.31,,Train,,0
2011-11-11,4,2203028.96,,Train,,0
2011-11-18,4,2243946.59,,Train,,0
2011-11-25,4,3004702.33,,Train,,1
2011-12-02,4,2180999.26,,Train,,0
2011-12-09,4,2508955.24,,Train,,0
2011-12-16,4,2771397.17,,Train,,0
2011-12-23,4,3676388.98,,Train,,0
2011-12-30,4,2007105.86,,Train,,1
2012-01-06,4,2047766.07,,Train,,0
2012-01-13,4,1941676.61,,Train,,0
2012-01-20,4,2005097.76,,Train,,0
2012-01-27,4,1928720.51,,Train,,0
2012-02-03,4,2173373.91,,Train,,0
2012-02-10,4,2374660.64,,Train,,1
2012-02-17,4,2427640.17,,Train,,0
2012-02-24,4,2226662.17,,Train,,0
2012-03-02,4,2206319.9,,Train,,0
2012-03-09,4,2202450.81,,Train,,0
2012-03-16,4,2214967.44,,Train,,0
2012-03-23,4,2091592.54,,Train,,0
2012-03-30,4,2089381.77,,Train,,0
2012-04-06,4,2470206.13,,Train,,0
2012-04-13,4,2105301.39,,Train,,0
2012-04-20,4,2144336.89,,Train,,0
2012-04-27,4,2064065.66,,Train,,0
2012-05-04,4,2196968.33,,Train,,0
2012-05-11,4,2127661.17,,Train,,0
2012-05-18,4,2207214.81,,Train,,0
2012-05-25,4,2154137.67,,Train,,0
2012-06-01,4,2179360.94,,Train,,0
2012-06-08,4,2245257.18,,Train,,0
2012-06-15,4,2234190.93,,Train,,0
2012-06-22,4,2197299.65,,Train,,0
2012-06-29,4,2128362.92,,Train,,0
2012-07-06,4,2224499.28,,Train,,0
2012-07-13,4,2100252.61,,Train,,0
2012-07-20,4,2175563.69,,Train,,0
2012-07-27,4,2048613.65,,Train,,0
2012-08-03,4,2174514.13,,Train,,0
2012-08-10,4,2193367.69,,Train,,0
2012-08-17,4,2283540.3,,Train,,0
2012-08-24,4,2125241.68,,Train,,0
2012-08-31,4,2081181.35,,Train,,0
2012-09-07,4,2125104.72,,Train,,1
2012-09-14,4,2117854.6,,Train,,0
2012-09-21,4,2119438.53,,Train,,0
2012-09-28,4,2027620.23,,Train,,0
2012-10-05,4,2209835.43,,Train,,0
2012-10-12,4,2133026.07,,Train,,0
2012-10-19,4,2097266.85,,Train,,0
2012-10-26,4,2149594.46,,Train,,0
2010-02-26,5,270281.63,,Train,,0
2010-03-05,5,288855.71,,Train,,0
2010-03-12,5,297293.59,,Train,,0
2010-03-19,5,281706.41,,Train,,0
2010-03-26,5,273282.97,,Train,,0
2010-04-02,5,331406.0,,Train,,0
2010-04-09,5,328020.49,,Train,,0
2010-04-16,5,306858.69,,Train,,0
2010-04-23,5,288839.73,,Train,,0
2010-04-30,5,298697.84,,Train,,0
2010-05-07,5,333522.6,,Train,,0
2010-05-14,5,296673.77,,Train,,0
2010-05-21,5,301615.49,,Train,,0
2010-05-28,5,310013.11,,Train,,0
2010-06-04,5,337825.89,,Train,,0
2010-06-11,5,296641.91,,Train,,0
2010-06-18,5,313795.6,,Train,,0
2010-06-25,5,295257.3,,Train,,0
2010-07-02,5,305993.27,,Train,,0
2010-07-09,5,291808.87,,Train,,0
2010-07-16,5,280701.7,,Train,,0
2010-07-23,5,274742.63,,Train,,0
2010-07-30,5,268929.03,,Train,,0
2010-08-06,5,303043.02,,Train,,0
2010-08-13,5,286477.35,,Train,,0
2010-08-20,5,287205.38,,Train,,0
2010-08-27,5,288519.75,,Train,,0
2010-09-03,5,323798.0,,Train,,0
2010-09-10,5,306533.08,,Train,,1
2010-09-17,5,282558.65,,Train,,0
2010-09-24,5,293131.58,,Train,,0
2010-10-01,5,283178.12,,Train,,0
2010-10-08,5,290494.85,,Train,,0
2010-10-15,5,280681.2,,Train,,0
2010-10-22,5,284988.27,,Train,,0
2010-10-29,5,278031.81,,Train,,0
2010-11-05,5,325310.3,,Train,,0
2010-11-12,5,301827.36,,Train,,0
2010-11-19,5,297384.81,,Train,,0
2010-11-26,5,488362.61,,Train,,1
2010-12-03,5,344490.88,,Train,,0
2010-12-10,5,352811.53,,Train,,0
2010-12-17,5,367801.19,,Train,,0
2010-12-24,5,466010.25,,Train,,0
2010-12-31,5,298180.18,,Train,,1
2011-01-07,5,286347.26,,Train,,0
2011-01-14,5,260636.71,,Train,,0
2011-01-21,5,275313.34,,Train,,0
2011-01-28,5,279088.39,,Train,,0
2011-02-04,5,329613.2,,Train,,0
2011-02-11,5,311590.54,,Train,,1
2011-02-18,5,356622.61,,Train,,0
2011-02-25,5,294659.5,,Train,,0
2011-03-04,5,329033.66,,Train,,0
2011-03-11,5,293098.1,,Train,,0
2011-03-18,5,312177.67,,Train,,0
2011-03-25,5,294732.5,,Train,,0
2011-04-01,5,314316.55,,Train,,0
2011-04-08,5,307333.62,,Train,,0
2011-04-15,5,307913.58,,Train,,0
2011-04-22,5,328415.44,,Train,,0
2011-04-29,5,307291.56,,Train,,0
2011-05-06,5,322904.68,,Train,,0
2011-05-13,5,290930.01,,Train,,0
2011-05-20,5,299614.33,,Train,,0
2011-05-27,5,297149.69,,Train,,0
2011-06-03,5,329183.92,,Train,,0
2011-06-10,5,304984.14,,Train,,0
2011-06-17,5,304811.82,,Train,,0
2011-06-24,5,302881.64,,Train,,0
2011-07-01,5,327093.89,,Train,,0
2011-07-08,5,310804.93,,Train,,0
2011-07-15,5,283248.62,,Train,,0
2011-07-22,5,292539.73,,Train,,0
2011-07-29,5,275142.17,,Train,,0
2011-08-05,5,317738.56,,Train,,0
2011-08-12,5,289886.16,,Train,,0
2011-08-19,5,303643.84,,Train,,0
2011-08-26,5,310338.17,,Train,,0
2011-09-02,5,315645.53,,Train,,0
2011-09-09,5,321110.22,,Train,,1
2011-09-16,5,278529.71,,Train,,0
